from,to,ft,factor
kWh;HHV,GWh,steam,0.000001000
kWh;HHV,GWh;LHV,steam,0.000001000
kWh;HHV,GWh;HHV,steam,0.000001000
MJ,GJ,steam,0.001000000
MJ,GJ;LHV,steam,0.001000000
MJ,GJ;HHV,steam,0.001000000
MJ,MWh,steam,0.000277778
MJ,MWh;LHV,steam,0.000277778
MJ,MWh;HHV,steam,0.000277778
MJ,kWh,steam,0.277777778
MJ,kWh;LHV,steam,0.277777778
MJ,kWh;HHV,steam,0.277777778
MJ,MJ;LHV,steam,1.000000000
MJ,MJ;HHV,steam,1.000000000
MJ,GWh,steam,0.000000278
MJ,GWh;LHV,steam,0.000000278
MJ,GWh;HHV,steam,0.000000278
MJ;LHV,GJ,steam,0.001000000
MJ;LHV,GJ;LHV,steam,0.001000000
MJ;LHV,GJ;HHV,steam,0.001000000
MJ;LHV,MWh,steam,0.000277778
MJ;LHV,MWh;LHV,steam,0.000277778
MJ;LHV,MWh;HHV,steam,0.000277778
MJ;LHV,kWh,steam,0.277777778
MJ;LHV,kWh;LHV,steam,0.277777778
MJ;LHV,kWh;HHV,steam,0.277777778
MJ;LHV,MJ,steam,1.000000000
MJ;LHV,MJ;HHV,steam,1.000000000
MJ;LHV,GWh,steam,0.000000278
MJ;LHV,GWh;LHV,steam,0.000000278
MJ;LHV,GWh;HHV,steam,0.000000278
MJ;HHV,GJ,steam,0.001000000
MJ;HHV,GJ;LHV,steam,0.001000000
MJ;HHV,GJ;HHV,steam,0.001000000
MJ;HHV,MWh,steam,0.000277778
MJ;HHV,MWh;LHV,steam,0.000277778
MJ;HHV,MWh;HHV,steam,0.000277778
MJ;HHV,kWh,steam,0.277777778
MJ;HHV,kWh;LHV,steam,0.277777778
MJ;HHV,kWh;HHV,steam,0.277777778
MJ;HHV,MJ,steam,1.000000000
MJ;HHV,MJ;LHV,steam,1.000000000
MJ;HHV,GWh,steam,0.000000278
MJ;HHV,GWh;LHV,steam,0.000000278
MJ;HHV,GWh;HHV,steam,0.000000278
GWh,GJ,steam,3600.000000000
GWh,GJ;LHV,steam,3600.000000000
GWh,GJ;HHV,steam,3600.000000000
GWh,MWh,steam,1000.000000000
GWh,MWh;LHV,steam,1000.000000000
GWh,MWh;HHV,steam,1000.000000000
GWh,kWh,steam,1000000.000000000
GWh,kWh;LHV,steam,1000000.000000000
GWh,kWh;HHV,steam,1000000.000000000
GWh,MJ,steam,3600000.000000000
GWh,MJ;LHV,steam,3600000.000000000
GWh,MJ;HHV,steam,3600000.000000000
GWh,GWh;LHV,steam,1.000000000
GWh,GWh;HHV,steam,1.000000000
GWh;LHV,GJ,steam,3600.000000000
GWh;LHV,GJ;LHV,steam,3600.000000000
GWh;LHV,GJ;HHV,steam,3600.000000000
GWh;LHV,MWh,steam,1000.000000000
GWh;LHV,MWh;LHV,steam,1000.000000000
GWh;LHV,MWh;HHV,steam,1000.000000000
GWh;LHV,kWh,steam,1000000.000000000
GWh;LHV,kWh;LHV,steam,1000000.000000000
GWh;LHV,kWh;HHV,steam,1000000.000000000
GWh;LHV,MJ,steam,3600000.000000000
GWh;LHV,MJ;LHV,steam,3600000.000000000
GWh;LHV,MJ;HHV,steam,3600000.000000000
GWh;LHV,GWh,steam,1.000000000
GWh;LHV,GWh;HHV,steam,1.000000000
GWh;HHV,GJ,steam,3600.000000000
GWh;HHV,GJ;LHV,steam,3600.000000000
GWh;HHV,GJ;HHV,steam,3600.000000000
GWh;HHV,MWh,steam,1000.000000000
GWh;HHV,MWh;LHV,steam,1000.000000000
GWh;HHV,MWh;HHV,steam,1000.000000000
GWh;HHV,kWh,steam,1000000.000000000
GWh;HHV,kWh;LHV,steam,1000000.000000000
GWh;HHV,kWh;HHV,steam,1000000.000000000
GWh;HHV,MJ,steam,3600000.000000000
GWh;HHV,MJ;LHV,steam,3600000.000000000
GWh;HHV,MJ;HHV,steam,3600000.000000000
GWh;HHV,GWh,steam,1.000000000
GWh;HHV,GWh;LHV,steam,1.000000000
